movie_id,tmdb_id,release_date,genres,original_language,runtime,vote_average,poster_path,title,overview
guys-and-dolls,4825,1955-12-23,"['Comedy', 'Crime', 'Romance']",en,149,3.3,/mrSM6laJJLBVdMdWfeNRa1innnk.jpg,Guys and Dolls,"Gambler Nathan Detroit has few options for the location of his big craps game. Needing $1,000 to pay a garage owner to host the game, Nathan bets Sky Masterson that Sky cannot get virtuous Sarah Brown out on a date. Despite some resistance, Sky negotiates a date with her in exchange for bringing people into her mission. Meanwhile, Nathan's longtime fiancée, Adelaide, wants him to go legit and marry her."
hachi-a-dogs-tale,28178,2009-06-08,"['Drama', 'Family']",en,93,4.0,/lsy3aEsEfYIHdLRk4dontZ4s85h.jpg,Hachi: A Dog's Tale,A drama based on the true story of a college professor's bond with the abandoned dog he takes into his home.
hack-o-lantern,95114,1988-03-25,"['Horror', 'Thriller']",en,96,2.5,/gnd71gGnNj67dZaxXqAELj8HZ1Y.jpg,Hack-O-Lantern,"When Tommy was a boy, he saw his grandpa, the leader of a vicious satanic cult, murder his father in a brutal ritual on Halloween night. Now he is 18, and grandpa is ready to indoctrinate him into the ways of the black arts."
hackers,10428,1995-09-14,"['Action', 'Crime', 'Thriller', 'Drama']",en,107,3.2,/qfx2EENW1sOpKNVKLzr7VOhlxkt.jpg,Hackers,"Along with his new friends, a teenager who was arrested by the US Secret Service and banned from using a computer for writing a computer virus discovers a plot by a nefarious hacker, but they must use their computer skills to find the evidence while being pursued by the Secret Service and the evil computer genius behind the virus."
hacksaw-ridge,324786,2016-10-07,"['Drama', 'History', 'War']",en,139,4.1,/jhWbYeUNOA5zAb6ufK6pXQFXqTX.jpg,Hacksaw Ridge,"WWII American Army Medic Desmond T. Doss, who served during the Battle of Okinawa, refuses to kill people and becomes the first Conscientious Objector in American history to receive the Congressional Medal of Honor."
hagazussa,466565,2018-05-17,"['Horror', 'Drama', 'Fantasy']",de,102,2.8,/qxUiwpRKagcNHFlly5IpcbX0QPI.jpg,Hagazussa,"In the 15th century, a young goatherd living alone in a mountain hut feels a dark presence in the woods."
hail-caesar-2016,270487,2016-02-05,"['Comedy', 'Crime', 'Mystery']",en,106,3.0,/txvoksUbyxqvaOvDfEbwW5nEcmX.jpg,"Hail, Caesar!","When a Hollywood star mysteriously disappears in the middle of filming, the studio sends their fixer to get him back."
hail-satan,565719,2019-04-17,['Documentary'],en,91,3.5,/lwP8CMOfPJhkMyxELgX2D2aDZfy.jpg,Hail Satan?,"The story of The Satanic Temple, a controversial movement that combines religion and activism with the apparent purpose of questioning the basic foundations of US society."
hair,10654,1979-03-15,"['Music', 'Drama', 'Comedy']",en,121,3.6,/z0ctToyPWCB2RgIkMpD6RhRKAeH.jpg,Hair,"Upon receiving his draft notice and leaving his family ranch in Oklahoma, Claude heads to New York and befriends a tribe of long-haired hippies on his way to boot camp."
hair-love,589739,2019-08-14,"['Animation', 'Family', 'Comedy']",en,7,3.8,/pm9uRa7031Z56unxNE8AqE8f2wg.jpg,Hair Love,"When dad has to unexpectedly step in for mom to do his daughter Zuri’s hair before a big event, what seems like a simple task is anything but as these locks have a mind of their own!"
hairspray,11054,1988-02-26,['Comedy'],en,92,3.4,/n78VVWG1jsEpMCtcye13wy1RiAx.jpg,Hairspray,"'Pleasantly plump' teenager Tracy Turnblad achieves her dream of becoming a regular on the Corny Collins Dance Show. Now a teen hero, she starts using her fame to speak out for the causes she believes in, most of all integration. In doing so, she earns the wrath of the show's former star, Amber Von Tussle, as well as Amber's manipulative, pro-segregation parents. The rivalry comes to a head as Amber and Tracy vie for the title of Miss Auto Show 1963."
hairspray-2007,2976,2007-07-19,"['Comedy', 'Romance', 'Drama']",en,117,3.4,/fgMka3HtFvI5OgW1eYdR9XpySxH.jpg,Hairspray,"Pleasantly plump teenager Tracy Turnblad auditions to be on Baltimore's most popular dance show - The Corny Collins Show - and lands a prime spot. Through her newfound fame, she becomes determined to help her friends and end the racial segregation that has been a staple of the show."
hale-county-this-morning-this-evening,490785,2018-09-14,['Documentary'],en,76,3.0,/yzso3kOTsilpu25bnDhAkxPWoTT.jpg,"Hale County This Morning, This Evening","Composed of intimate and unencumbered moments of people in a community, this film is constructed in a form that allows the viewer an emotive impression of the Historic South - trumpeting the beauty of life and consequences of the social construction of race, while simultaneously a testament to dreaming."
half-baked,9490,1998-01-16,"['Comedy', 'Crime']",en,82,3.1,/14TmEac4bquNaEld9t0uIliYoKE.jpg,Half Baked,"Three lovable party buds try to bail their friend out of jail. But just when the guys have mastered a plan, everything comes dangerously close to going up in smoke."
half-nelson,7859,2006-08-11,['Drama'],en,107,3.3,/fdUCisMpTwy0oJOGwM7NrFFs400.jpg,Half Nelson,"Despite his dedication to the junior-high students who fill his classroom, idealistic teacher Dan Dunne leads a secret life of addiction that the majority of his students will never know. But things change when a troubled student Drey makes a startling discovery of his secret life, causing a tenuous bond between the two that could either end disastrously or provide a catalyst of hope."
hall-pass,48988,2011-02-25,"['Comedy', 'Romance']",en,105,2.9,/eol3uD6whQKOKCmmhF7z39fq2Pe.jpg,Hall Pass,"When best buds Rick and Fred begin to show signs of restlessness at home, their wives take a bold approach to revitalize their marriages, they grant the guys a 'hall pass'—one week of freedom to do whatever they want. At first, it seems like a dream come true, but they quickly discover that their expectations of the single life—and themselves—are completely and hilariously out of sync with reality."
halloween,2082,2007-08-31,['Horror'],en,110,3.1,/cD8JrfSEI4j7WVnKM1GdiYzMoUh.jpg,Halloween,"The early years of young Michael Myers and the events leading up to his fateful Halloween night murder rampage in the quiet town of Haddonfield, Illinois."
halloween-1978,948,1978-10-24,"['Horror', 'Thriller']",en,91,3.8,/wijlZ3HaYMvlDTPqJoTCWKFkCPU.jpg,Halloween,"Fifteen years after murdering his sister on Halloween Night 1963, Michael Myers escapes from a mental hospital and returns to the small town of Haddonfield, Illinois to kill again."
halloween-2018,424139,2018-10-18,"['Horror', 'Thriller']",en,106,3.3,/f7JAX5EGk4GgsEnus6OxyzwpFp7.jpg,Halloween,"Laurie Strode comes to her final confrontation with Michael Myers, the masked figure who has haunted her since she narrowly escaped his killing spree on Halloween night four decades ago."
halloween-4-the-return-of-michael-myers,11357,1988-10-21,"['Horror', 'Thriller']",en,88,3.1,/eFSOkXF9n9hsfGv45MDsPixiOyx.jpg,Halloween 4: The Return of Michael Myers,Michael returns to Haddonfield for Jamie Lloyd – the orphaned daughter of Laurie Strode – and her babysitter Rachel. Can Dr. Loomis stop him before the unholy slaughter reaches his innocent young niece?
halloween-5-the-revenge-of-michael-myers,11361,1989-10-12,"['Horror', 'Thriller']",en,98,2.6,/rYvP6yMXCIVHnkVtwGaAXFmpzkB.jpg,Halloween 5: The Revenge of Michael Myers,"One year later, Michael Myers' traumatized young niece is horrified to discover she has a telepathic bond with her evil uncle... and that he is on the way back to Haddonfield to begin the carnage again."
halloween-ends,616820,2022-10-12,"['Horror', 'Thriller']",en,111,3.0,/3uDwqxbr0j34rJVJMOW6o8Upw5W.jpg,Halloween Ends,"Four years after the events of Halloween in 2018, Laurie has decided to liberate herself from fear and rage and embrace life. But when a young man is accused of killing a boy he was babysitting, it ignites a cascade of violence and terror that will force Laurie to finally confront the evil she can’t control, once and for all."
halloween-h20-20-years-later,11675,1998-08-05,"['Horror', 'Thriller']",en,86,3.0,/lqLXUm3oK59sGJKRH2Zjj2m3iMg.jpg,Halloween H20: 20 Years Later,"Two decades after surviving a massacre on October 31, 1978, former baby sitter Laurie Strode finds herself hunted by persistent knife-wielder Michael Myers. Laurie now lives in Northern California under an assumed name, where she works as the headmistress of a private school. But it's not far enough to escape Myers, who soon discovers her whereabouts. As Halloween descends upon Laurie's peaceful community, a feeling of dread weighs upon her -- with good reason."
halloween-ii,24150,2009-08-28,['Horror'],en,105,2.6,/vSHPM4LQDpWdQrD5KZWK6wNqSOD.jpg,Halloween II,"Laurie Strode struggles to come to terms with her brother Michael's deadly return to Haddonfield, Illinois. Meanwhile, Michael prepares for another reunion with his sister."
halloween-ii-1981,11281,1981-10-30,"['Horror', 'Thriller']",en,92,3.3,/gL3dPbbZInWn4U9jd87uoFGOdot.jpg,Halloween II,"After failing to kill stubborn survivor Laurie and taking a bullet or six from former psychiatrist Dr. Sam Loomis, Michael Myers has followed Laurie to the Haddonfield Memorial Hospital, where she's been admitted for Myers' attempt on her life. The institution proves to be particularly suited to serial killers, however, as Myers cuts, stabs and slashes his way through hospital staff to reach his favorite victim."
halloween-iii-season-of-the-witch,10676,1982-10-22,"['Horror', 'Science Fiction']",en,99,2.6,/WABfdeaThFYXCySGIOvRNv2sSW.jpg,Halloween III: Season of the Witch,"A terrified toy salesman is mysteriously attacked, and at the hospital, babbles and clutches the year's most popular Halloween costume, an eerie pumpkin mask. Suddenly, Doctor Daniel Challis finds himself thrust into a terrifying nightmare."
halloween-kills,610253,2021-10-14,"['Horror', 'Thriller']",en,105,3.2,/4CclCDyQXBBgz62Qtp3CoflQE5g.jpg,Halloween Kills,"Michael manages to free himself from Laurie Strode's trap to resume his ritual bloodbath. As she fights for her life from injuries from their last encounter, she inspires her daughter Karen, her granddaughter Allyson, and all of Haddonfield to rise up against the unstoppable monster."
halloween-resurrection,11442,2002-07-01,"['Horror', 'Thriller']",en,94,2.3,/1mlKwbNzJCGzqe4i0ZEJtUUL290.jpg,Halloween: Resurrection,Reality programmers at DangerTainment select a group of thrill-seeking teenagers to spend one night in the childhood home of serial killer Michael Myers. Their planned live broadcast turns deadly when Michael decides to crash the party.
halloween-the-curse-of-michael-myers,10987,1995-09-29,"['Horror', 'Thriller']",en,88,2.6,/noCnM8nEI2bEDSdKHh0RKbwBwbC.jpg,Halloween: The Curse of Michael Myers,"Six years after being kidnapped by a cult, Jamie tries to escape the clutches of her serial killer uncle, Michael Myers."
halloweentown,27850,1998-11-10,"['Adventure', 'Comedy', 'Family', 'Fantasy', 'TV Movie']",en,84,3.4,/y9RJCxJMbWqhXjkBgC0VXETmHj6.jpg,Halloweentown,"On her 13th birthday, Marnie learns she's a witch, discovers a secret portal, and is transported to Halloweentown — a magical place where ghosts and ghouls, witches and werewolves live apart from the human world. But she soon finds herself battling wicked warlocks, evil curses, and endless surprises."
halloweentown-high,34560,2004-10-08,"['Adventure', 'Comedy', 'Family', 'Fantasy', 'TV Movie']",en,82,3.2,/dJsmptwkTWbxk1NwLAKeoYtcTuJ.jpg,Halloweentown High,"Marnie Piper prepares to begin a new school year, she asks the Halloweentown Hot Witches' Council to work toward openness between Halloweentown and the mortal world. She proposes to bring a group of Halloweentown students to her own high school in the mortal world."
halloweentown-ii-kalabars-revenge,34205,2001-10-12,"['Adventure', 'Family', 'Fantasy', 'TV Movie']",en,81,3.4,/uDnp52aGXxnfU4vqnnc6YpfzjHb.jpg,Halloweentown II: Kalabar's Revenge,"The Cromwell clan lives in the real world, except for their grandmother who lives in Halloweentown, a place where monsters go to escape reality. But now the son of the Cromwells' old enemy Kalabar has a plan to use the grandmother's book to turn Halloweentown into a grey dreary version of the real world while transforming the denizens of the real world into monsters."
hamilton-2020,556574,2020-07-03,"['History', 'Drama']",en,160,4.1,/h1B7tW0t399VDjAcWJh8m87469b.jpg,Hamilton,"Presenting the tale of American founding father Alexander Hamilton, this filmed version of the original Broadway smash hit is the story of America then, told by America now."
hamlet,23383,1948-12-10,['Drama'],en,153,3.7,/woO9SgU2vTRMZeG0YqOLeoIqlzC.jpg,Hamlet,"Winner of four Academy Awards, including Best Picture and Best Actor, Sir Laurence Olivier’s Hamlet continues to be the most compelling version of Shakespeare’s beloved tragedy. Olivier is at his most inspired—both as director and as the melancholy Dane himself—as he breathes new life into the words of one of the world’s greatest dramatists."
hamlet-1996,10549,1996-12-25,['Drama'],en,242,3.7,/ilurgUOp6SCl4cuhfjctj1qxlfZ.jpg,Hamlet,"Hamlet, Prince of Denmark, returns home to find his father murdered and his mother now marrying the murderer... his uncle. Meanwhile, war is brewing."
hancock,8960,2008-07-01,"['Fantasy', 'Action']",en,92,3.1,/7DyuV2G0hLEqHeueDfOqhZ2DVut.jpg,Hancock,"Hancock is a down-and-out superhero who's forced to employ a PR expert to help repair his image when the public grows weary of all the damage he's inflicted during his lifesaving heroics. The agent's idea of imprisoning the antihero to make the world miss him proves successful, but will Hancock stick to his new sense of purpose or slip back into old habits?"
handsome-devil,412202,2017-02-15,"['Drama', 'Comedy']",en,95,3.5,/xlHOWQFgcGV4KcZKLzYBZ21gjGT.jpg,Handsome Devil,A music-mad 16-year-old outcast at a rugby-mad boarding school forms an unlikely friendship with his dashing new roommate.
hang-em-high,4929,1968-04-12,['Western'],en,114,3.4,/gFvRKgCAa1MKlcAKZfoDNdR2dgy.jpg,Hang 'em High,"Marshall Jed Cooper survives a hanging, vowing revenge on the lynch mob that left him dangling. To carry out his oath for vengeance, he returns to his former job as a lawman. Before long, he's caught up with the nine men on his hit list and starts dispensing his own brand of Wild West justice."
